# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	13888
#@/user_id	68f0eb48-92c8-401d-96d2-9347ba0bc0d7
chuai jin 	揣進	c=1 d=1 t=3408
chuan bo 	傳播	c=4 d=1 t=13747
chuan bo zhe 	傳播者	c=1 d=0.952144 t=4656
chuan bo zhe ne 	傳播者呢	c=1 d=1 t=4657
chuan mei 	傳媒	c=7 d=1 t=12435
chuan shu 	傳輸	c=1 d=1 t=6425
chuan yi 	穿衣	c=1 d=1 t=12145
chuang jian 	創建	c=2 d=1 t=6871
chuang shi ren 	創始人	c=1 d=1 t=2100
chuang wai 	窗外	c=1 d=1 t=3303
chuang zao 	創造	c=2 d=1 t=9624
chuang zao de 	創造的	c=1 d=1 t=11433
chuang zao xing 	創造性	c=1 d=1 t=984
chuang zuo 	創作	c=6 d=3.83035 t=7947
chui zi 	錘子	c=1 d=1 t=3496
chun 	春	c=1 d=1 t=12569
chun dan 	蠢蛋	c=1 d=1 t=13016
chun jing 	純淨	c=2 d=1.92774 t=10157
chun xia 	春夏	c=1 d=1 t=12265
chuo 	戳	c=3 d=1.98511 t=10037
ci 	次	c=6 d=1 t=12901
ci 	此	c=1 d=1 t=11071
ci 	詞	c=12 d=1.23966 t=11521
ci dai 	磁帶	c=1 d=1 t=3185
ci hui 	詞彙	c=3 d=1 t=6440
ci ku 	詞庫	c=22 d=1.14117 t=2447
ci pan 	磁盤	c=1 d=1 t=3196
ci shi 	此時	c=1 d=1 t=8283
ci shu 	次數	c=1 d=1 t=8352
ci shu 	此書	c=1 d=1 t=11075
ci wai 	此外	c=1 d=1 t=7242
cong 	從	c=23 d=1.83823 t=12365
cong qian 	從前	c=2 d=1 t=10560
cong shi zhi zhong 	從始至終	c=1 d=1 t=7050
cong shu 	叢書	c=1 d=1 t=6108
cong tou 	從頭	c=1 d=1 t=6964
cong wo 	從我	c=1 d=1 t=5505
cu 	粗	c=2 d=1 t=11484
cu 	醋	c=0 d=0.1 t=4391
cu kan le 	醋看了	c=1 d=1 t=4392
cui 	催	c=0 d=0.1 t=12699
cui 	崔	c=2 d=1 t=10593
cui zi ji 	催自己	c=1 d=1 t=12700
cun chu 	存儲	c=2 d=1 t=6783
cun zai 	存在	c=2 d=1 t=10992
cuo le 	錯了	c=2 d=1.00335 t=1218
cuo shi 	措施	c=1 d=1 t=2925
cuo wu 	錯誤	c=6 d=1.00078 t=12829
cuo wu de 	錯誤的	c=1 d=1 t=5688
da 	大	c=11 d=1 t=12801
da 	打	c=8 d=1 t=12597
da an 	答案	c=1 d=1 t=1333
da biao 	達標	c=1 d=1 t=5601
da bu fen 	大部分	c=1 d=1 t=12907
da bu kai 	打不開	c=1 d=1 t=7555
da dan de 	大膽的	c=1 d=1 t=9676
da dao 	大道	c=1 d=1 t=9917
da dao 	達到	c=2 d=1 t=13593
da dao le 	達到了	c=1 d=1 t=5987
da de 	大的	c=1 d=1 t=10499
da duan 	打斷	c=1 d=1 t=2075
da duo shu 	大多數	c=5 d=1.01538 t=7725
da gai 	大概	c=4 d=1.00001 t=12150
da gai shi 	大概是	c=1 d=1 t=99
da gang 	大綱	c=1 d=1 t=12502
da ge 	打個	c=0 d=0.1 t=958
da ge dui zhe 	打個對摺	c=1 d=1 t=959
da jia 	大家	c=4 d=1 t=12714
da jian 	搭建	c=6 d=1.01297 t=11741
da kai 	打開	c=6 d=1.00581 t=12285
da ling 	大齡	c=2 d=1 t=13361
da mie 	達咩	c=1 d=1 t=7589
da qu 	大區	c=1 d=1 t=13508
da quan 	大全	c=2 d=1.99501 t=977
da rao 	打擾	c=1 d=1 t=3084
da shi 	大師	c=1 d=1 t=2241
da si 	打死	c=0 d=0.1 t=13091
da suan 	打算	c=4 d=1.86502 t=9928
da ti 	大體	c=1 d=1 t=13491
da wei 	大衛	c=2 d=1.99501 t=4227
da wen ti 	大問題	c=1 d=1 t=10812
da wu 	大五	c=1 d=1 t=7183
da xiao 	大小	c=3 d=1 t=10924
da xue 	大學	c=22 d=1.46742 t=13771
da yi 	答疑	c=1 d=1 t=864
da you xi 	打遊戲	c=2 d=1 t=10415
da yu 	大於	c=1 d=1 t=811
da za 	打雜	c=1 d=1 t=4987
da zhe 	打折	c=1 d=1 t=12768
da zhi 	大致	c=2 d=1.06329 t=12662
da zuo 	大作	c=1 d=0.1 t=6309
da zuo 	大做	c=1 d=1 t=761
da zuo ye 	大作也	c=1 d=1 t=6310
dai 	帶	c=2 d=1 t=9008
dai 	待	c=10 d=1.16305 t=9007
dai 	戴	c=1 d=1 t=12466
dai bi 	代筆	c=1 d=1 t=3147
dai biao 	代表	c=6 d=1 t=13857
dai biao xing 	代表性	c=1 d=1 t=1013
dai biao zuo 	代表作	c=1 d=1 t=1721
dai hui er 	待會兒	c=1 d=1 t=9881
dai jin 	帶勁	c=1 d=1 t=7609
dai ma 	代碼	c=5 d=1.0102 t=11940
dai ru 	帶入	c=1 d=1 t=5565
dai wo 	帶我	c=2 d=1 t=12133
dai zhe 	帶着	c=0 d=0.1 t=1840
dan 	丹	c=3 d=1.30692 t=11452
dan 	但	c=46 d=2.21784 t=13825
dan 	單	c=1 d=1 t=12760
dan dan 	單單	c=1 d=1 t=10015
dan du 	單獨	c=3 d=1.00021 t=5291
dan du she zhi 	單獨設置	c=1 d=1 t=1520
dan du tian jia ji ke 	單獨添加即可	c=1 d=1 t=159
dan ren 	擔任	c=1 d=1 t=1748
dan shen 	單身	c=1 d=1 t=13219
dan sheng 	誕生	c=0 d=0.1 t=10274
dan sheng le 	誕生了	c=1 d=1 t=10275
dan shi 	但是	c=9 d=1.00125 t=13532
dan wei 	單位	c=2 d=1 t=10265
dan xin 	擔心	c=1 d=1 t=2934
dan ye 	但也	c=1 d=1 t=5302
dan yuan 	單元	c=1 d=1 t=3956
dang 	當	c=16 d=1.60963 t=13043
dang di 	當地	c=1 d=1 t=11191
dang ni 	當你	c=14 d=1.86072 t=13612
dang qian 	當前	c=6 d=1.00003 t=10179
dang ran 	當然	c=4 d=0.1 t=12203
dang shi 	當時	c=2 d=1 t=13831
dang shi ren 	當事人	c=0 d=0.1 t=13831
dang shi ren de 	當事人的	c=1 d=1 t=13832
dang tu ran 	當突然	c=1 d=1 t=2429
dang wo 	當我	c=8 d=1.02898 t=11265
dang wo men 	當我們	c=4 d=1.01955 t=7992
dang yuan 	黨員	c=1 d=1 t=11234
dang zuo 	當作	c=2 d=1.02497 t=5517
dao 	倒	c=1 d=1 t=7495
dao 	到	c=30 d=0.789902 t=12397
dao chu 	導出	c=6 d=1.00081 t=11798
dao di 	到底	c=1 d=1 t=11526
dao ke 	道客	c=1 d=1 t=4369
dao le 	到了	c=1 d=1 t=9734
dao luan 	搗亂	c=1 d=1 t=13673
dao na er le 	到哪兒了	c=1 d=1 t=9959
dao pian 	刀片	c=0 d=0.1 t=3727
dao ru 	導入	c=6 d=4.39057 t=11856
dao shi 	倒是	c=5 d=1 t=13133
dao shi 	導師	c=2 d=1 t=11426
dao shi hou 	到時候	c=4 d=1 t=11981
dao wei 	到位	c=1 d=1 t=2871
dao zai 	倒在	c=1 d=1 t=2583
dao zhe li 	到這裏	c=1 d=1 t=7305
dao zhi 	導致	c=2 d=1.05143 t=11245
dao zhi wo 	導致我	c=1 d=1 t=11113
de 	得	c=8 d=1.08301 t=9143
de 	德	c=2 d=1 t=8161
de 	的	c=682 d=12.0373 t=13842
de dao 	得到	c=3 d=1 t=11565
de li liang 	的力量	c=0 d=0.1 t=218
de lu ke 	德鲁克	c=2 d=1.94176 t=5477
de qi zhong 	的其中	c=1 d=1 t=778
de ren 	的人	c=1 d=1 t=12624
de zi xun shi 	的諮詢師	c=1 d=1 t=5211
dei 	得	c=3 d=1.17033 t=3978
deng 	等	c=14 d=1.00007 t=13654
deng deng 	等等	c=1 d=1 t=13162
deng hao 	等號	c=1 d=1 t=13786
deng ji 	登記	c=5 d=4.13237 t=12922
deng lai 	等來	c=1 d=1 t=3444
deng lu 	登錄	c=3 d=2.89771 t=4278
deng yi ge 	等一個	c=1 d=1 t=3856
di 	低	c=19 d=0.1 t=13110
di 	地	c=13 d=1.05721 t=10686
di 	第	c=1 d=1 t=12476
di di 	弟弟	c=1 d=0.1 t=7408
di er 	第二	c=0 d=0.1 t=2915
di er ban 	第二版	c=2 d=1 t=6179
di er ji 	第二季	c=1 d=1 t=10699
di er zhen 	第二針	c=1 d=1 t=2916
di fang 	地方	c=8 d=1.47014 t=9633
di jin ze xing 	低尽责性	c=1 d=1 t=13111
di liu 	第六	c=0 d=0.1 t=5323
di liu duan 	第六段	c=1 d=1 t=5324
di san fang 	第三方	c=2 d=1.97045 t=6203
di tie 	地鐵	c=0 d=0.1 t=3017
di tie de 	地鐵的	c=1 d=1 t=3018
di tu 	地圖	c=1 d=1 t=12417
di wei 	地位	c=0 d=0.1 t=588
di yi 	第一	c=0 d=0.1 t=2916
di yi ci 	第一次	c=2 d=1.95123 t=1833
di yi ge 	第一個	c=1 d=1 t=8408
di yi zhang 	第一章	c=1 d=1 t=11970
di yi zhen 	第一針	c=1 d=1 t=2917
di zhen 	地震	c=1 d=1.09802 t=2834
di zhen gan 	地震感	c=1 d=1 t=2831
di zheng 	地政	c=1 d=1 t=2833
di zhi 	地址	c=5 d=1.00026 t=11074
dian 	店	c=1 d=1 t=8707
dian 	點	c=13 d=1.00179 t=13083
dian da 	電大	c=1 d=1 t=4201
dian dian 	點點	c=1 d=1 t=11031
dian dian tou 	點點頭	c=1 d=1 t=2580
dian er 	點兒	c=2 d=1 t=13049
dian le 	點了	c=1 d=1 t=8952
dian le dian tou 	點了點頭	c=1 d=1 t=2594
dian nao 	電腦	c=7 d=1.54826 t=11824
dian pu 	店鋪	c=1 d=1 t=8031
dian tou 	點頭	c=0 d=0.1 t=2593
dian xing 	典型	c=2 d=1.99005 t=8070
dian ying 	電影	c=1 d=1 t=7002
diao cha wen juan 	調查問卷	c=0 d=0.1 t=13485
diao cha wen juan fa bu 	調查問卷發佈	c=1 d=1 t=13486
diao luo 	掉落	c=1 d=1 t=5402
diao pai 	吊牌	c=1 d=1 t=12603
diao yu 	釣魚	c=1 d=1 t=11897
die dai 	迭代	c=2 d=1 t=11358
die ru 	跌入	c=1 d=1 t=6186
ding 	定	c=1 d=1 t=676
ding bu zhu 	頂不住	c=1 d=1 t=5143
ding dan 	訂單	c=0 d=0.1 t=12310
ding dan li 	訂單裏	c=1 d=1 t=12311
ding gao 	定稿	c=0 d=0.1 t=13101
ding qi 	定期	c=4 d=1.02111 t=13661
ding shi 	定時	c=1 d=1 t=8277
ding wei 	定位	c=1 d=1 t=5918
ding yi 	定義	c=2 d=1 t=12539
ding yu 	定語	c=1 d=1 t=13691
ding yue 	訂閱	c=8 d=3.43261 t=13692
ding zai 	頂在	c=1 d=1 t=5030
ding zhe 	盯着	c=1 d=1 t=3366
ding zhi 	定製	c=1 d=1 t=1116
diu 	丟	c=2 d=1 t=7620
dong 	動	c=2 d=1 t=7408
dong 	東	c=1 d=1 t=13383
dong 	洞	c=1 d=0.960708 t=4481
dong ge la 	东格拉	c=1 d=1 t=2237
dong ji 	動機	c=11 d=2.37705 t=13859
dong le 	動了	c=0 d=0.1 t=3613
dong xi 	東西	c=3 d=1.02605 t=10604
dong zuo 	動作	c=2 d=1.17033 t=3673
dou 	兜	c=2 d=1.68045 t=3486
dou 	都	c=32 d=1.5533 t=13213
dou ban 	豆瓣	c=19 d=1.00405 t=13560
dou bei 	都被	c=1 d=1 t=2653
dou bu chu lai 	都不出來	c=1 d=1 t=3561
dou bu neng yong le 	都不能用了	c=1 d=1 t=1511
dou bu shi 	都不是	c=1 d=1 t=5208
dou bu zai 	都不在	c=0 d=0.1 t=2150
dou dou 	豆豆	c=1 d=1 t=12792
dou hao 	逗號	c=2 d=1.99501 t=1102
dou ke yi 	都可以	c=5 d=1.63445 t=11810
dou mei 	都沒	c=4 d=1.37532 t=7642
dou mei zuo 	都沒做	c=1 d=1 t=4733
dou nong 	逗弄	c=1 d=1 t=3024
dou shi 	都是	c=2 d=1 t=12715
dou shi yao 	都是要	c=1 d=1 t=2003
dou xu yao 	都需要	c=1 d=1 t=10826
dou you 	都有	c=1 d=1 t=5417
dou zai 	都在	c=2 d=1.00005 t=5049
dou zai zhe li 	都在這裏	c=1 d=1 t=4247
dou zhao bu dao 	都找不到	c=1 d=1 t=5259
du 	度	c=3 d=2.85558 t=13757
du 	讀	c=5 d=1.48078 t=3832
du chu 	獨處	c=2 d=1.82696 t=289
du ju 	獨居	c=1 d=1 t=448
du ju 	賭局	c=1 d=1 t=447
du li 	獨立	c=1 d=1 t=1874
du liang 	度量	c=2 d=1.98511 t=10717
du shi 	都市	c=1 d=1 t=9306
du shu 	讀書	c=10 d=1.00002 t=12685
du shu hui 	讀書會	c=1 d=1 t=12612
du zhe 	讀者	c=1 d=1 t=2732
du zi 	獨自	c=1 d=1 t=4474
duan 	斷	c=2 d=1.99501 t=8034
duan 	段	c=1 d=1.00008 t=6759
duan duan 	短短	c=1 d=1 t=32
duan lian 	鍛鍊	c=1 d=1 t=3564
duan qi 	短期	c=4 d=1 t=7537
duan qi nei 	短期內	c=2 d=1 t=7534
duan wen 	短文	c=0 d=0.1 t=9710
duan yu 	短語	c=1 d=1 t=1127
dui 	對	c=27 d=1.05077 t=13830
dui a 	對啊	c=1 d=1 t=9621
dui bi 	對比	c=10 d=4.51929 t=11369
dui ci 	對此	c=1 d=1 t=5524
dui cuo 	對錯	c=1 d=1 t=10692
dui de 	對的	c=1 d=1 t=10860
dui fang 	對方	c=2 d=1 t=13829
dui hua 	對話	c=3 d=1.00002 t=12193
dui li 	對立	c=1 d=1 t=9976
dui ni lai shuo 	對你來說	c=1 d=1 t=747
dui wo 	對我	c=6 d=1.31829 t=9543
dui xiang 	對象	c=3 d=1 t=8801
dui ying 	對應	c=3 d=1 t=8240
dui yu 	對於	c=3 d=1 t=8821
dui zhao 	對照	c=1 d=1 t=1593
dui zhe 	對摺	c=0 d=0.1 t=958
dui zhe gan 	對着幹	c=1 d=1 t=2966
dui zi ji 	對自己	c=1 d=1 t=13150
dun xing 	遁形	c=1 d=1 t=4986
duo 	多	c=10 d=1.96618 t=13055
duo chang shi jian 	多長時間	c=1 d=1 t=9781
duo de 	多的	c=1 d=1 t=13019
duo fang mian 	多方面	c=1 d=1 t=12781
duo gao 	多高	c=1 d=1 t=8005
duo ge 	多個	c=1 d=1 t=11124
duo jiu 	多久	c=1 d=1 t=7417
duo lai 	多來	c=1 d=1 t=12821
duo le 	多了	c=1 d=1 t=1486
duo qi lai 	躲起來	c=1 d=1 t=5038
duo shao 	多少	c=2 d=1.89583 t=4528
duo xing yun 	多幸運	c=1 d=1 t=10856
duo yi dian 	多一點	c=1 d=1 t=12549
duo yue 	多月	c=0 d=0.1 t=6344
duo zhua yu 	多抓鱼	c=2 d=1 t=11146
e 	哦	c=2 d=0.100004 t=11947
ei 	誒	c=5 d=1.00614 t=13531
en 	恩	c=5 d=1.29533 t=13164
en en 	嗯嗯	c=6 d=3.54298 t=12158
en en e 	嗯嗯哦	c=1 d=1 t=9894
en ne 	恩呢	c=2 d=1 t=12443
er 	二	c=2 d=1 t=6279
er 	兒	c=2 d=1 t=11006
er 	爾	c=0 d=0.1 t=1737
er 	而	c=8 d=1.03556 t=9549
er bu neng 	而不能	c=1 d=1 t=5602
er bu shi 	而不是	c=4 d=1.00015 t=11119
er ji 	二級	c=3 d=2.31002 t=7888
er ji 	耳機	c=1 d=1 t=12277
er lun 	而論	c=1 d=1 t=13521
er nv 	兒女	c=0 d=0.1 t=10754
er qi 	二期	c=1 d=1 t=4244
er shi 	而是	c=6 d=1.00078 t=11236
er tong xin li xue 	兒童心理學	c=1 d=1 t=669
er wei ma 	二維碼	c=1 d=1 t=12601
er wei zhi 	而爲之	c=1 d=1 t=10839
er wo 	而我	c=3 d=1 t=9038
er yan 	而言	c=2 d=1 t=9544
er yi 	而已	c=0 d=0.1 t=4110
er zi 	兒子	c=1 d=1 t=8516
fa 	法	c=6 d=1.00504 t=12520
fa 	發	c=4 d=1 t=12521
fa an 	法案	c=2 d=1.90032 t=11240
fa bao 	法寶	c=1 d=1 t=11217
fa biao 	發表	c=4 d=1.00051 t=13626
fa bu 	發佈	c=4 d=0.632954 t=13485
fa bu de 	發佈的	c=1 d=1 t=6917
fa dai 	發呆	c=1 d=1 t=3368
fa dao 	發到	c=1 d=1 t=13507
fa gei ni 	發給你	c=1 d=1 t=70
fa gei wo 	發給我	c=1 d=1 t=5115
fa gui 	法規	c=5 d=4.32743 t=11283
fa jue 	發覺	c=1 d=1 t=4738
fa le 	發了	c=1 d=1 t=10134
fa lv 	法律	c=5 d=2.98883 t=11284
fa qi 	發起	c=2 d=1.08511 t=13477
fa qi le 	發起了	c=1 d=1 t=13478
fa qi ren 	發起人	c=3 d=1.00001 t=12645
fa san 	發散	c=2 d=1 t=12668
fa se 	髮色	c=1 d=1 t=6325
fa shao 	發燒	c=1 d=1 t=2918
fa sheng 	發生	c=2 d=0.1 t=12536
fa sheng 	發聲	c=1 d=1 t=10759
fa sheng le 	發生了	c=1 d=1 t=6737
fa sheng yi jian shi qing 	發生一件事情	c=1 d=1 t=12537
fa song 	發送	c=0 d=0.1 t=10144
fa song wu guan 	發送無關	c=1 d=1 t=10145
fa wan 	發完	c=1 d=1 t=3943
fa wen 	發文	c=5 d=2.68293 t=11559
fa xian 	發現	c=11 d=1.53915 t=12211
fa zhan 	發展	c=12 d=1.0006 t=13406
fa zhan de 	發展的	c=1 d=1 t=6951
fa zhan na 	發展那	c=1 d=1 t=6947
fan 	煩	c=1 d=1 t=12071
fan 	犯	c=1 d=1 t=8947
fan 	范	c=1 d=1 t=4228
fan cuo wu 	犯錯誤	c=1 d=1 t=10444
fan dian 	飯店	c=1 d=1 t=8698
fan fan 	翻翻	c=1 d=1 t=4751
fan kan 	翻看	c=0 d=0.1 t=4667
fan kan le 	翻看了	c=1 d=1 t=4668
fan kang 	反抗	c=2 d=1.96561 t=9449
fan kui 	反饋	c=10 d=1 t=12782
fan mang 	繁忙	c=1 d=1 t=2619
fan si 	反思	c=2 d=1.0007 t=3514
fan wei 	範圍	c=2 d=1 t=10501
fan xiang 	反響	c=1 d=1 t=7484
fan yi 	翻譯	c=5 d=1 t=9915
fan yong 	翻湧	c=2 d=1.8311 t=4746
fan zao 	煩躁	c=1 d=1 t=10450
fang 	放	c=2 d=1 t=12558
fang 	方	c=1 d=1 t=2808
fang 	防	c=1 d=0.969358 t=10158
fang an 	方案	c=7 d=1 t=9421
fang bian 	方便	c=5 d=0.100402 t=13554
fang bian de 	方便的	c=2 d=1.01804 t=2850
fang bian ni 	方便你	c=1 d=1 t=13555
fang bu fang bian 	放不方便	c=1 d=1 t=2806
fang dao 	放到	c=3 d=1.00233 t=6837
fang fa 	方法	c=5 d=1 t=12479
fang hu 	防護	c=3 d=2.25865 t=2979
fang jian 	房間	c=0 d=0.1 t=8716
fang mian 	方面	c=2 d=1 t=11531
fang qi 	放棄	c=1 d=1 t=12122
fang qi le 	放棄了	c=1 d=1 t=12118
fang ren zhi xin bu ke wu 	防人之心不可無	c=0 d=0.1 t=959
fang sao rao 	防騷擾	c=1 d=1 t=10159
fang shai 	防曬	c=1 d=1 t=12292
fang shi 	方式	c=2 d=1 t=9747
fang wen 	訪問	c=4 d=1.0004 t=8278
fang xiang 	方向	c=4 d=1.00008 t=11364
fang xin 	放心	c=1 d=0.1 t=9477
fang xin a gao 	放心啊高	c=1 d=1 t=9478
fang zhi 	防止	c=1 d=1 t=10928
fang zhi 	防治	c=1 d=1 t=10927
fang zhou 	方舟	c=1 d=1 t=11054
fang zu 	房租	c=1 d=1 t=8529
fei 	費	c=1 d=1 t=6785
fei 	非	c=2 d=1 t=10647
fei 	飛	c=3 d=1.01716 t=12947
fei chang 	非常	c=6 d=1.05366 t=11601
fei chang da 	非常大	c=1 d=1 t=10421
fei chang hao qi 	非常豪氣	c=1 d=1 t=3102
fei hua 	廢話	c=1 d=1 t=5430
fei ji 	飛機	c=3 d=2.77035 t=8205
fei jin 	費勁	c=1 d=1 t=1572
fei le 	廢了	c=1 d=1 t=7425
fei nao zi 	費腦子	c=1 d=1 t=1936
fei shu 	飛書	c=2 d=1.00019 t=3580
fei yong 	費用	c=0 d=0.1 t=6681
fei yong hou 	費用後	c=1 d=1 t=6682
fen 	分	c=6 d=1 t=9906
fen bian 	分辨	c=2 d=1 t=11326
fen bie 	分別	c=1 d=1 t=11327
fen bu 	分佈	c=3 d=1.04979 t=11321
fen ge 	分隔	c=1 d=1 t=3338
fen hui 	分會	c=1 d=1 t=12686
fen lie 	分列	c=1 d=1 t=1669
fen pei de 	分配的	c=1 d=1 t=2257
fen qing kuang 	分情況	c=1 d=1 t=7571
fen qu 	分區	c=2 d=1.956 t=6040
fen si 	粉絲	c=1 d=1 t=6723
fen tan 	分攤	c=1 d=1 t=11754
fen wei 	氛圍	c=1 d=1 t=10041
fen xi 	分析	c=62 d=1.373 t=13768
fen xiang 	分享	c=18 d=0.562838 t=13866
fen xiang a 	分享啊	c=1 d=1 t=13867
fen xiang ming pian 	分享名片	c=1 d=1 t=13414
fen xiang yi xia 	分享一下	c=1 d=1 t=12779
fen zhi 	分支	c=1 d=1 t=1836
fen zhong 	分鐘	c=1 d=1 t=3522
feng 	封	c=1 d=1 t=8814
feng ge 	風格	c=4 d=0.105976 t=13444
feng kuang 	瘋狂	c=1 d=1 t=10709
feng sha 	封殺	c=1 d=1 t=8728
feng xian 	風險	c=4 d=1 t=13688
fou ding 	否定	c=2 d=2.02901 t=9744
fou ding zi ji 	否定自己	c=1 d=1 t=9638
fou ze 	否則	c=1 d=1 t=2843
fu 	副	c=3 d=1.3721 t=4141
fu chu 	付出	c=1 d=1 t=720
fu du 	幅度	c=1 d=1 t=3777
fu hao 	符號	c=3 d=1.00006 t=10099
fu he 	符合	c=0 d=0.1 t=8668
fu he le 	符合了	c=1 d=1 t=8669
fu jin 	附近	c=1 d=1 t=2802
fu luo yi de 	弗洛伊德	c=1 d=1 t=9447
fu mu 	父母	c=1 d=1 t=13317
fu nv 	父女	c=1 d=1 t=9212
fu pan 	复盘	c=4 d=1.06402 t=11152
fu qin 	父親	c=2 d=1.00291 t=9680
fu wu 	服務	c=1 d=1 t=11880
fu wu qi 	服務器	c=1 d=1 t=11846
fu xian 	浮現	c=2 d=1 t=11941
fu za 	複雜	c=7 d=1 t=13729
fu za du 	複雜度	c=1 d=1 t=12541
fu ze 	負責	c=1 d=1 t=9890
fu zhi 	複製	c=1 d=1 t=1659
fu zi 	父子	c=2 d=1 t=9210
ga ma 	伽马	c=1 d=1 t=3216
ga nve 	噶虐	c=1 d=1 t=412
gai 	改	c=12 d=1 t=11681
gai 	該	c=7 d=1.00005 t=13155
gai ban 	改版	c=1 d=1 t=3693
gai bian 	改變	c=8 d=1.00016 t=9420
gai bian zheng ti 	改變整體	c=1 d=1 t=3116
gai dong 	改動	c=2 d=1 t=6742
gai le 	改了	c=3 d=1 t=12680
gai lv 	概率	c=1 d=1 t=8202
gai nian 	概念	c=11 d=1 t=12050
gai nian li 	概念裏	c=1 d=1 t=5366
gai nian nian 	概念年	c=1 d=1 t=1848
gai nian zhi jian 	概念之間	c=1 d=1 t=1861
gai shu 	概述	c=1 d=1 t=983
gai wei 	改爲	c=1 d=1 t=1278
gai you 	該有	c=1 d=1 t=12080
gai zi 	蓋子	c=1 d=1 t=7554
gan 	幹	c=1 d=1 t=3608
gan 	感	c=5 d=1.0127 t=13807
gan 	肝	c=1 d=1 t=1493
gan bu 	幹部	c=0 d=0.1 t=12985
gan bu chu lai 	幹部出來	c=1 d=1 t=12986
gan dao 	感到	c=5 d=1.95123 t=9040
gan dong 	感動	c=1 d=1 t=11934
gan huo 	乾貨	c=1 d=1 t=814
gan huo er 	幹活兒	c=1 d=1 t=13116
gan jin er 	幹勁兒	c=1 d=1 t=13526
gan jing li luo 	乾淨利落	c=1 d=1 t=2442
gan jue 	感覺	c=25 d=1.1681 t=13533
gan jue dao 	感覺到	c=2 d=1 t=13805
gan jue le 	感覺了	c=1 d=1 t=10049
gan jue shi 	感覺是	c=2 d=1.41686 t=11991
gan le 	乾了	c=1 d=1.07082 t=662
gan le zai shuo 	乾了再說	c=1 d=1 t=594
gan lie 	乾裂	c=1 d=1 t=3385
gan qing 	感情	c=5 d=2.0118 t=7138
gan sha 	幹啥	c=1 d=1 t=7373
gan shou 	感受	c=3 d=1.00184 t=6485
gan shou dao 	感受到	c=1 d=1 t=10479
gan xing 	感性	c=4 d=1.13765 t=5273
gan xing qu 	感興趣	c=3 d=1.00001 t=13063
gan zhi 	感知	c=1 d=1 t=10666
gang 	剛	c=2 d=1.99005 t=6085
gang bi ye 	剛畢業	c=1 d=1 t=8779
gang gang 	剛剛	c=6 d=1.33288 t=10039
gang jian 	剛健	c=0 d=0.1 t=452
gang kai shi 	剛開始	c=2 d=1.26982 t=13348
gang wei 	崗位	c=6 d=4.46615 t=5737
gao 	搞	c=4 d=1.05448 t=12394
gao 	高	c=23 d=0.155862 t=11996
gao bei 	高倍	c=0 d=0.1 t=11539
gao bei yin 	高倍引	c=1 d=1 t=11540
gao bu ming bai 	搞不明白	c=2 d=1.02802 t=3710
gao ding 	搞定	c=1 d=1 t=11608
gao ding le 	搞定了	c=2 d=1 t=13494
gao dong 	搞懂	c=1 d=1 t=2858
gao du 	高度	c=1 d=1 t=2482
gao gao xing xing 	高高興興	c=1 d=1 t=3482
gao kao 	高考	c=1 d=1 t=12503
gao liu liang 	高流量	c=1 d=1 t=11997
gao ming bai 	搞明白	c=2 d=1.00278 t=1306
gao ming bai le 	搞明白了	c=1 d=1 t=1307
gao qing chu 	搞清楚	c=1 d=1 t=2049
gao shan liu shui 	高山流水	c=1 d=1 t=3481
gao shao 	高燒	c=1 d=1 t=2949
gao shi qing 	搞事情	c=1 d=1 t=4445
gao shou 	高手	c=0 d=0.1 t=4054
gao shou de 	高手的	c=2 d=1.98511 t=4058
gao su wo 	告訴我	c=1 d=1 t=12842
gao wei 	高位	c=1 d=1 t=11431
gao yi dian 	高一點	c=1 d=1 t=2219
gao yuan 	高遠	c=1 d=1 t=678
gao yuan fan ying 	高原反应	c=1 d=1 t=3484
gao zi 	稿子	c=1 d=1 t=2566
ge 	個	c=13 d=1.22552 t=12598
ge 	割	c=1 d=1 t=10170
ge 	各	c=1 d=1 t=3418
ge 	哥	c=1 d=1 t=12441
ge 	格	c=1 d=1 t=12462
ge 	葛	c=2 d=1.99501 t=1348
ge ge 	各個	c=0 d=0.1 t=1068
ge ge 	哥哥	c=1 d=1 t=8514
ge ge bu ru 	格格不入	c=1 d=1 t=2085
ge ge ci ku 	各個詞庫	c=1 d=1 t=1069
ge ren 	個人	c=24 d=1.04302 t=12728
ge shi 	格式	c=9 d=2.25852 t=7929
ge wei 	各位	c=1 d=1 t=9949
ge xiang 	各項	c=1 d=1 t=5651
ge xing hua 	個性化	c=1 d=1 t=1118
ge zhi 	擱置	c=1 d=1 t=13514
ge zi 	各自	c=1 d=1 t=7150
gei 	給	c=14 d=1.93707 t=13360
gei de 	給的	c=1 d=1 t=1154
gei le wo 	給了我	c=1 d=1 t=2372
gei ni 	給你	c=1 d=1 t=9186
gei wo 	給我	c=3 d=0.100008 t=11608
gen 	跟	c=15 d=1.02676 t=12637
gen cong 	跟從	c=1 d=1 t=6991
gen duo 	跟多	c=1 d=1 t=691
gen ju 	根據	c=3 d=1 t=12223
gen wo men de 	跟我們的	c=1 d=1 t=4402
geng 	更	c=8 d=1.00004 t=10637
geng chang 	更長	c=0 d=0.1 t=3841
geng chang qi 	更長期	c=1 d=1 t=3842
