# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	13888
#@/user_id	68f0eb48-92c8-401d-96d2-9347ba0bc0d7
geng da 	更大	c=0 d=0.1 t=742
geng duo 	更多	c=3 d=1.00001 t=10288
geng duo yi dian 	更多一點	c=1 d=1 t=8355
geng gai 	更改	c=1 d=1 t=6643
geng hao 	更好	c=3 d=1 t=9463
geng hao de 	更好地	c=1 d=1 t=4319
geng huan 	更換	c=1 d=1 t=843
geng jia 	更加	c=2 d=1 t=6930
geng ke neng 	更可能	c=1 d=1 t=513
geng kuai 	更快	c=1 d=1 t=2702
geng nan 	更難	c=0 d=0.1 t=766
geng nan yi xie 	更難一些	c=1 d=1 t=767
geng shi 	更是	c=2 d=1.10807 t=7040
geng wen nu a 	更文怒啊	c=1 d=1 t=9414
geng xi wang 	更希望	c=1 d=1 t=9218
geng xin 	更新	c=10 d=1.99523 t=11097
geng xin le 	更新了	c=1 d=1 t=3947
geng xu yao 	更需要	c=1 d=1 t=3834
geng ying gai 	更應該	c=1 d=1 t=11259
geng you 	更有	c=1 d=1 t=9196
geng yuan yi 	更願意	c=2 d=1.96079 t=250
geng zheng 	更正	c=1 d=1 t=1717
geng zhong yao 	更重要	c=1 d=1 t=746
gong 	共	c=1 d=1 t=11520
gong 	功	c=2 d=1.44486 t=10517
gong an 	公安	c=1 d=1 t=11134
gong cheng 	工程	c=2 d=1.8825 t=8177
gong cheng xue 	工程學	c=2 d=1.67368 t=8229
gong fu 	功夫	c=1 d=1 t=11694
gong gong 	公共	c=2 d=1.00568 t=8749
gong ji 	共計	c=1 d=1 t=1686
gong ji jin 	公積金	c=1 d=1 t=1904
gong ji xing 	攻擊性	c=1 d=1 t=7972
gong ju 	工具	c=12 d=1.93254 t=12389
gong ju de 	工具的	c=1 d=1 t=2549
gong ju xiang 	工具箱	c=2 d=1.00417 t=9343
gong kai 	公開	c=3 d=1 t=13411
gong lao 	功勞	c=1 d=1 t=12639
gong neng 	功能	c=5 d=1 t=11310
gong neng geng 	功能更	c=1 d=1 t=4469
gong qing 	共情	c=1 d=1 t=7266
gong shang ju 	工商局	c=0 d=0.1 t=13749
gong sheng 	共生	c=6 d=1.8825 t=9387
gong shi 	公式	c=1 d=1 t=13753
gong shi 	公示	c=1 d=1 t=5982
gong wen 	公文	c=2 d=1 t=9326
gong wu yuan 	公務員	c=1 d=1 t=8088
gong xian 	貢獻	c=2 d=1.9802 t=11529
gong xiang 	共享	c=3 d=1.96561 t=11751
gong yong 	公用	c=1 d=1 t=6583
gong zhong hao 	公众号	c=12 d=1.95126 t=12364
gong zuo 	工作	c=15 d=1.00883 t=9517
gou 	狗	c=1 d=1 t=10650
gou jian 	構建	c=1 d=1 t=13296
gou mai 	購買	c=1 d=1 t=12318
gou si 	構思	c=1 d=1 t=13342
gou tong 	溝通	c=3 d=1.00018 t=13395
gou xiang 	構想	c=1 d=1 t=11656
gou xuan 	勾選	c=1 d=1 t=10111
gu dian 	古典	c=5 d=0.105946 t=13444
gu dian feng ge 	古典風格	c=1 d=1 t=13445
gu ding 	固定	c=2 d=1 t=13456
gu du 	孤獨	c=10 d=1.23754 t=9582
gu ge 	谷歌	c=0 d=0.1 t=5458
gu ge xue shu 	谷歌學術	c=1 d=1 t=5459
gu ji 	估計	c=1 d=1 t=9158
gu ji 	孤寂	c=1 d=1 t=9032
gu li 	鼓勵	c=1 d=0.629935 t=2417
gu li wo 	鼓勵我	c=1 d=1 t=2418
gu niang 	姑娘	c=2 d=1 t=8898
gu shi 	故事	c=2 d=1.00057 t=13496
gu yi 	故意	c=1 d=1 t=13001
gu zhi 	固執	c=1 d=1 t=13318
gu zhuo 	固着	c=1 d=1 t=1018
gua 	呱	c=1 d=1 t=12243
gua 	瓜	c=1 d=1 t=12808
gua gua 	呱呱	c=1 d=1 t=12242
gua ji 	掛機	c=1 d=1 t=12816
guan 	管	c=6 d=1.09012 t=9870
guan 	關	c=1 d=1 t=9115
guan fang 	官方	c=1 d=1 t=978
guan guan 	管管	c=1 d=1 t=10598
guan jian 	關鍵	c=8 d=1.00002 t=13838
guan jian ci 	關鍵詞	c=10 d=2.00341 t=12372
guan jian de 	關鍵的	c=1 d=1 t=643
guan jian jie dian 	關鍵節點	c=2 d=1.956 t=712
guan jian shi ke 	關鍵時刻	c=1 d=1 t=1367
guan jiao 	管教	c=2 d=1.79453 t=9135
guan kan 	觀看	c=1 d=1 t=2190
guan li 	慣例	c=1 d=1 t=2637
guan li 	管理	c=12 d=0.542723 t=13556
guan li xue jia 	管理学家	c=1 d=1 t=5468
guan nian 	觀念	c=1 d=1 t=13315
guan shu 	灌輸	c=1 d=1 t=9183
guan shui 	灌水	c=2 d=1.20393 t=4248
guan shui 	關稅	c=1 d=1 t=3470
guan wo 	關我	c=1 d=1 t=3974
guan xi 	關係	c=18 d=2.08269 t=13813
guan xin 	關心	c=3 d=1 t=12197
guan xin ni 	關心你	c=1 d=1 t=9122
guan yong 	管用	c=1 d=1 t=7411
guan yu 	關於	c=3 d=1 t=13629
guan yu wo 	關於我	c=1 d=1 t=10689
guan zhao 	關照	c=2 d=1.96561 t=9125
guan zhong 	管仲	c=0 d=0.1 t=13097
guan zhong 	觀衆	c=1 d=1 t=13097
guan zhong zhi jiao 	管仲之交	c=1 d=1 t=13098
guan zhu 	關注	c=5 d=1.00242 t=12741
guang 	廣	c=1 d=1 t=13547
guang gao 	廣告	c=1 d=1 t=3969
guang mang 	光芒	c=2 d=1 t=8776
gui 	貴	c=1 d=1 t=6090
gui 	鬼	c=1 d=1 t=7385
gui dang 	歸檔	c=3 d=1.96561 t=8976
gui de 	貴的	c=1 d=1 t=3765
gui dong xi 	貴東西	c=1 d=1 t=3714
gui fan 	規範	c=0 d=0.1 t=11185
gui fan yi wai 	規範意外	c=1 d=1 t=11186
gui gen 	歸根	c=2 d=1.99005 t=11103
gui mie 	鬼灭	c=2 d=1.60957 t=7469
gui mie zhi ren 	鬼灭之刃	c=2 d=1.99501 t=10094
gui xun 	規訓	c=1 d=1 t=9138
gui ze 	規則	c=2 d=1.85642 t=10160
gun dong tiao 	滾動條	c=1 d=1 t=3245
guo 	過	c=2 d=1 t=13834
guo cheng 	過程	c=23 d=1.00191 t=11599
guo cheng gong 	虢城公	c=1 d=1 t=4383
guo cheng zhong 	過程中	c=1 d=1 t=11178
guo da 	過大	c=1 d=1 t=3991
guo du 	過度	c=1 d=1 t=12064
guo duo 	過多	c=1 d=1 t=9182
guo fen 	過分	c=1 d=1 t=5510
guo hou 	過後	c=1 d=1 t=4869
guo jia 	國家	c=3 d=1.82753 t=12910
guo jia tu shu guan 	國家圖書館	c=1 d=1 t=12406
guo nei 	國內	c=2 d=1 t=10536
guo qi 	國企	c=1 d=1 t=6591
guo qu 	過去	c=3 d=1 t=11624
guo ran 	果然	c=1 d=1 t=194
guo yu 	過於	c=2 d=1.00007 t=10533
ha ha 	哈哈	c=1 d=1 t=8624
ha ha ha 	哈哈哈	c=23 d=1.52592 t=13003
ha ha ha ha 	哈哈哈哈	c=18 d=3.68502 t=12864
ha ha ha ha ha 	哈哈哈哈哈	c=2 d=1 t=13216
ha te 	哈特	c=1 d=1 t=8160
hai 	嗨	c=1 d=1 t=5147
hai 	還	c=8 d=1.00002 t=13011
hai bin 	海濱	c=2 d=1.98511 t=1747
hai bu 	還不	c=1 d=1 t=8611
hai bu gou 	還不夠	c=1 d=1 t=6257
hai bu zhi dao 	還不知道	c=1 d=1 t=8848
hai cha 	還差	c=0 d=0.1 t=13876
hai cha yi ci 	還差一次	c=1 d=1 t=13877
hai dei 	還得	c=2 d=1 t=10065
hai dian qu 	海淀區	c=1 d=1 t=3467
hai er 	孩兒	c=1 d=1 t=9804
hai hao 	還好	c=2 d=1 t=7774
hai hui 	還會	c=1 d=1 t=925
hai ke yi 	還可以	c=2 d=1.00054 t=9985
hai le 	害了	c=1 d=1 t=8766
hai mao chu 	還冒出	c=1 d=1 t=8836
hai mei 	還沒	c=8 d=0.532972 t=12895
hai mei jie shu 	還沒結束	c=1 d=1 t=12896
hai mei shuo wan 	還沒說完	c=1 d=1 t=8647
hai mei xiu xi 	還沒休息	c=1 d=1 t=5074
hai mei you 	還沒有	c=1 d=1 t=8808
hai mei zuo wan 	還沒做完	c=1 d=1 t=3615
hai ren 	害人	c=0 d=0.1 t=959
hai ren zhi xin bu ke you fang ren zhi xin bu ke wu 	害人之心不可有防人之心不可無	c=1 d=1 t=960
hai shi 	還是	c=21 d=1.02036 t=12737
hai shi dai zhe 	還是帶着	c=1 d=1 t=1841
hai shi ou ru 	還是偶如	c=1 d=1 t=8011
hai shi yao 	還是要	c=2 d=1.75957 t=2976
hai suan 	還算	c=1 d=1 t=8488
hai wei 	還未	c=1 d=1 t=7772
hai xing ba 	還行吧	c=1 d=1 t=12753
hai xiu 	害羞	c=1 d=1 t=3027
hai xu yao 	還需要	c=3 d=1.00004 t=11189
hai yao 	還要	c=2 d=1.00006 t=8545
hai yong 	還用	c=1 d=1 t=3893
hai you 	還有	c=8 d=0.397406 t=12331
hai zai 	還在	c=7 d=1.00001 t=11058
hai zi 	孩子	c=5 d=2.12396 t=9698
hai zi qi 	孩子氣	c=1 d=1 t=3037
hai zi you 	孩子有	c=1 d=1 t=4884
han 	喊	c=3 d=1 t=12182
han 	漢	c=1 d=1 t=3485
han hua 	漢化	c=1 d=1 t=11018
han pi 	憨皮	c=2 d=1 t=13044
han xiu cao 	含羞草	c=2 d=1.86502 t=3440
hang 	行	c=1 d=1 t=11946
hang yan 	行言	c=1 d=1 t=5878
hang ye 	行業	c=19 d=2.22112 t=10744
hao 	好	c=17 d=0.11717 t=13252
hao 	浩	c=1 d=1 t=12620
hao 	號	c=2 d=1 t=12054
hao 	郝	c=3 d=1.00001 t=12233
hao bang 	好棒	c=1 d=1 t=7557
hao bu hao 	好不好	c=1 d=1 t=9635
hao cheng shi 	好誠實	c=1 d=1 t=12777
hao chu 	好處	c=1 d=1 t=2337
hao da 	好大	c=1 d=1 t=12088
hao dao 	好到	c=1 d=1 t=3144
hao de 	好的	c=2 d=1.00397 t=10575
hao di di 	好弟弟	c=1 d=1 t=7409
hao di fang 	好地方	c=1 d=1 t=7591
hao duo 	好多	c=2 d=1.00008 t=13700
hao huo ban le 	好夥伴了	c=1 d=1 t=6768
hao ji hui 	好機會	c=1 d=1 t=1353
hao jia huo 	好傢伙	c=1 d=1 t=1765
hao jiu 	好久	c=2 d=1 t=7641
hao le 	好了	c=2 d=0.757047 t=5154
hao mei 	好美	c=2 d=1.99501 t=13695
hao nan shou 	好難受	c=1 d=1 t=1331
hao nei xiang 	好內向	c=1 d=1 t=10078
hao qi 	好奇	c=1 d=1 t=8673
hao qi 	豪氣	c=0 d=0.1 t=3101
hao shen 	好深	c=1 d=1 t=10072
hao shi 	耗時	c=1 d=1 t=3509
hao wan er 	好玩兒	c=1 d=1 t=13080
hao wu 	好惡	c=1 d=1 t=4971
hao wu 	毫無	c=1 d=1 t=4972
hao xi huan 	好喜歡	c=1 d=1 t=7559
hao xiang 	好像	c=11 d=1.27688 t=13065
hao xiang 	好想	c=1 d=1 t=2564
hao xin teng 	好心疼	c=1 d=1 t=7560
hao yong 	好用	c=2 d=1 t=6823
hao you 	好友	c=1 d=1 t=12575
he 	合	c=1 d=1 t=9518
he 	和	c=18 d=1 t=13127
he 	鶴	c=1 d=1 t=7
he bing 	合併	c=2 d=1 t=9265
he ge 	合格	c=2 d=1 t=11121
he ge 	和各	c=1 d=1 t=5209
he ji 	合集	c=1 d=1 t=3658
he ma 	盒馬	c=1 d=1 t=8387
he ren 	何人	c=1 d=1 t=295
he sen me yang 	和森麼樣	c=1 d=1 t=8855
he shi 	合適	c=2 d=1 t=10303
he shi de 	合適的	c=1 d=1 t=6437
he suan 	核酸	c=2 d=1.89137 t=7497
he tong 	合同	c=0 d=0.1 t=2139
he tong fa 	合同法	c=1 d=1 t=4257
he xi ou 	和西歐	c=1 d=1 t=2487
he xin 	核心	c=7 d=2.92324 t=10509
he yan 	覈驗	c=1 d=1 t=10364
he zi 	盒子	c=1 d=1 t=5347
he zuo 	合作	c=1 d=1 t=4603
hei 	嘿	c=2 d=1 t=12115
hei bai 	黑白	c=1 d=1 t=6324
hei che 	黑車	c=1 d=1.09851 t=11932
hei hei 	嘿嘿	c=1 d=1 t=11674
hei liao 	黑料	c=1 d=1 t=8725
hei se 	黑色	c=1 d=1 t=5755
hen 	很	c=10 d=1.57083 t=12716
hen an jing 	很安靜	c=1 d=1 t=493
hen bang 	很棒	c=1 d=1 t=8668
hen bang le 	很棒了	c=1 d=1 t=1610
hen cha 	很差	c=1 d=1 t=10477
hen di 	很低	c=1 d=1 t=2201
hen duo 	很多	c=11 d=1.02248 t=12610
hen fang bian 	很方便	c=1 d=1 t=1476
hen gao 	很高	c=2 d=1.00261 t=10582
hen gao de fang jian kan 	很高的房間看	c=1 d=1 t=8717
hen guai 	很乖	c=1 d=1 t=518
hen hao 	很好	c=2 d=1.03697 t=12589
hen hao jie jue 	很好解決	c=1 d=1 t=12391
hen hao qi 	很好奇	c=1 d=1 t=10376
hen hao yong 	很好用	c=1 d=1 t=3159
hen jian dan 	很簡單	c=1 d=1 t=47
hen jiu 	很久	c=2 d=1.04394 t=5253
hen ju shu 	很拘束	c=1 d=1 t=524
hen kai xin 	很開心	c=1 d=1 t=5336
hen kuai 	很快	c=2 d=1.01212 t=3421
hen kuai jiu 	很快就	c=1 d=1 t=957
hen kuai jiu guo qu le 	很快就過去了	c=1 d=1 t=2524
hen kun nan 	很困難	c=1 d=1 t=4942
hen lang fei 	很浪費	c=1 d=1 t=2165
hen mi mang 	很迷茫	c=1 d=1 t=4954
hen nan 	很難	c=2 d=1 t=7331
hen nan gao 	很難搞	c=1 d=1 t=3869
hen qiang 	很強	c=1 d=1 t=262
hen qing chu 	很清楚	c=1 d=1 t=13159
hen shao 	很少	c=4 d=1.25666 t=12844
hen shi he wo 	很適合我	c=1 d=1 t=9596
hen shu fu 	很舒服	c=1 d=1.00484 t=12193
hen ying xiang 	很影響	c=1 d=1 t=12157
hen you 	很有	c=1 d=1 t=12167
heng liang 	衡量	c=4 d=2.82102 t=10245
hong wei 	宏偉	c=2 d=0.1 t=12431
hou 	後	c=26 d=1.34679 t=13814
hou lai 	後來	c=1 d=1 t=4734
hou mian 	後面	c=2 d=1 t=4328
hou qi 	後期	c=1 d=1 t=2958
hou xu 	後續	c=1 d=1 t=13802
hou xuan 	候選	c=3 d=1 t=5905
hou xuan ce 	候選冊	c=1 d=1 t=1270
hou xuan ci 	候選詞	c=3 d=2.60705 t=1273
hou zhe 	厚着	c=1 d=1 t=3097
hu 	呼	c=1 d=1 t=3886
hu dong 	互動	c=1 d=1 t=3002
hu fu 	護膚	c=1 d=1 t=12291
hu lu 	葫蘆	c=3 d=2.79976 t=146
hu lve 	忽略	c=8 d=4.37919 t=10981
hu shi 	忽視	c=0 d=0.1 t=5932
hu xi 	呼吸	c=1 d=1 t=5036
hu xi sheng 	呼吸聲	c=1 d=1 t=2590
hu xiang 	互相	c=3 d=1.00083 t=1818
hu ya 	虎牙	c=1 d=1 t=3471
hu you 	忽悠	c=1 d=1 t=1879
hua 	化	c=2 d=1.12619 t=7195
hua 	畫	c=4 d=1.9802 t=12019
hua 	花	c=4 d=1.00639 t=13047
hua 	話	c=12 d=1.8738 t=13108
hua chu qu 	花出去	c=1 d=1 t=955
hua po 	滑坡	c=1 d=1 t=2187
hua sheng dun 	華盛頓	c=1 d=1 t=5442
hua ti 	話題	c=5 d=1.05313 t=12664
hua xiang 	畫像	c=5 d=1.54258 t=10410
hua xiang ba 	畫像吧	c=1 d=1 t=10077
hua yu 	話語	c=0 d=0.1 t=2011
hua yu ren 	話語人	c=3 d=2.59689 t=2104
hua yun 	华云	c=1 d=1 t=11799
hua zhuang 	化妝	c=1 d=1 t=12263
hua zhuang pin 	化妝品	c=1 d=1 t=12278
huai yi 	懷疑	c=1 d=1 t=4840
huai yi shi 	懷疑是	c=1 d=1 t=3146
huan 	換	c=0 d=0.1 t=559
huan 	環	c=1 d=1 t=2572
huan che 	換車	c=1 d=1 t=3005
huan cheng 	換乘	c=2 d=1.956 t=3016
huan hang 	換行	c=9 d=1.77566 t=1601
huan huan 	緩緩	c=4 d=1.00008 t=5039
huan ji 	換季	c=1 d=1 t=12266
huan jing 	環境	c=12 d=1.00003 t=12967
huan shou ji 	換手機	c=1 d=1 t=11713
huan xi 	換洗	c=0 d=0.1 t=12287
huan xi yi fu 	換洗衣服	c=1 d=1 t=12288
huan xiang 	幻想	c=2 d=1.9802 t=6385
huan xing 	喚醒	c=1 d=1 t=5136
huan yi ge 	換一個	c=2 d=1.16696 t=9470
huan yi ge ci 	換一個詞	c=1 d=1 t=560
huan ying 	歡迎	c=1 d=1 t=13123
huan yu 	歡愉	c=2 d=1.41895 t=7316
huan zhe 	患者	c=1 d=1 t=2961
huang he 	黃河	c=1 d=1 t=4251
huang jin 	黃金	c=1 d=1 t=8377
hui 	回	c=7 d=1 t=6812
hui 	慧	c=1 d=1 t=11137
hui 	會	c=52 d=2.55295 t=13885
hui 	輝	c=2 d=1.50409 t=11286
hui bei 	會被	c=1 d=1 t=8759
hui bi 	迴避	c=1 d=1.19753 t=1810
hui bi jiao 	會比較	c=1 d=0.106158 t=12741
hui bi jiao hao 	會比較好	c=1 d=1 t=12742
hui bi xing 	迴避型	c=1 d=1 t=1806
hui bi xing xing wei 	迴避性行爲	c=1 d=1 t=1811
hui bu hui 	會不會	c=0 d=0.1 t=10702
hui bu hui you 	會不會有	c=1 d=1 t=10703
hui che 	回車	c=2 d=1.98511 t=6022
hui da 	回答	c=2 d=1 t=12718
hui dao 	回到	c=2 d=1 t=8551
hui er 	會兒	c=1 d=1 t=5077
hui fang 	回放	c=2 d=1.2658 t=4349
hui fang 	回訪	c=1 d=1 t=4082
hui fu 	回覆	c=1 d=1 t=3069
hui fu 	恢復	c=2 d=1.00298 t=7976
hui fu le 	恢復了	c=1 d=1 t=529
hui gu 	回顧	c=1 d=1 t=9932
hui hen gao 	会很高	c=1 d=1 t=11253
hui hou 	會後	c=1 d=1 t=12745
hui hua 	繪畫	c=1 d=1 t=12010
hui jia 	回家	c=1 d=1 t=3090
hui kan 	回看	c=6 d=2.98506 t=12979
hui le 	毀了	c=1 d=1 t=8896
hui lu 	賄賂	c=1 d=1 t=4123
hui lu 	迴路	c=1 d=1 t=4124
hui qu 	回去	c=1 d=1 t=12628
hui qu 	會去	c=1 d=1 t=12629
hui rang wo 	會讓我	c=1 d=1 t=2409
hui ren wei 	會認爲	c=1 d=1 t=5710
hui shen 	回神	c=2 d=1.00004 t=5040
hui tou 	回頭	c=1 d=1 t=120
hui xiang 	回想	c=1 d=1 t=6358
hui yi 	回憶	c=3 d=1.30882 t=12005
hui yi 	會議	c=2 d=1 t=6001
hui ying 	回應	c=2 d=1 t=6393
hui you 	會有	c=5 d=1.00188 t=13790
hui zong 	彙總	c=2 d=1 t=8246
hun 	婚	c=1 d=1 t=12914
hun hun e e 	渾渾噩噩	c=1 d=1 t=8368
hun hun e e de 	渾渾噩噩的	c=1 d=1 t=4758
hun luan 	混亂	c=1 d=1 t=8471
hun yin 	婚姻	c=10 d=7.82298 t=12902
hun yin de 	婚姻的	c=1 d=1 t=8893
huo 	嚯	c=1 d=1 t=10080
huo 	或	c=5 d=1.00109 t=12325
huo 	火	c=2 d=1.47001 t=11445
huo ban 	夥伴	c=2 d=1.03709 t=6767
huo de 	獲得	c=7 d=1 t=11593
huo dong 	活動	c=4 d=2.89356 t=13481
huo er 	霍爾	c=2 d=1.99005 t=1712
huo jian 	火箭	c=0 d=0.1 t=11745
huo pi 	獲批	c=1 d=1 t=5937
huo qu 	獲取	c=13 d=1.55564 t=13559
huo re 	火熱	c=1 d=1 t=7923
huo xi 	獲悉	c=1 d=1 t=7000
huo xu 	或許	c=7 d=1.00236 t=12045
huo yuan 	貨源	c=1 d=1 t=8032
huo ze 	或則	c=1 d=1 t=4283
huo zhe 	或者	c=28 d=1.00359 t=13860
ji 	及	c=5 d=1.04223 t=12328
ji 	寄	c=0 d=0.1 t=3727
ji 	機	c=2 d=1 t=13286
ji 	計	c=1 d=1 t=10603
ji 	記	c=1 d=1 t=10605
ji 	集	c=1 d=1 t=7390
ji bai kuai 	幾百塊	c=1 d=1 t=956
ji ben 	基本	c=8 d=1.24122 t=13717
ji ben bu xin ren 	基本不信任	c=1 d=1 t=1790
ji ben shang 	基本上	c=3 d=1 t=12092
ji ben xin ren 	基本新人	c=1 d=1 t=1788
ji cheng 	集成	c=0 d=0.1 t=7901
ji cheng le 	集成了	c=1 d=1 t=7902
ji chu 	基礎	c=0 d=0.1 t=636
ji chu ji neng 	基礎技能	c=1 d=1 t=637
ji dao pian 	寄刀片	c=1 d=1 t=3728
ji de 	記得	c=1 d=1 t=8903
ji dong 	激動	c=1 d=1 t=6185
ji du 	極度	c=1 d=1 t=8827
ji er 	繼而	c=1 d=1 t=10367
ji fan 	机翻	c=4 d=3.39877 t=1719
ji ge 	幾個	c=5 d=1.04105 t=9372
ji ge ren 	幾個人	c=2 d=1.02548 t=13473
ji gou 	機構	c=10 d=1.06793 t=11320
ji hu 	幾乎	c=2 d=1 t=8038
ji ji 	積極	c=2 d=1 t=11672
ji ji ti yan 	積極體驗	c=1 d=1 t=320
ji ke 	即可	c=1 d=1 t=11032
ji lei 	積累	c=2 d=1.00499 t=8056
ji liang xue 	计量学	c=1 d=1 t=11463
ji ling 	機靈	c=0 d=0.1 t=5164
ji ling de 	機靈的	c=1 d=1 t=5165
ji lu 	記錄	c=10 d=1.22995 t=10900
ji mei you 	既沒有	c=1 d=1 t=4744
ji mo 	寂寞	c=1 d=1 t=7023
ji neng 	技能	c=8 d=1.09657 t=13590
ji neng xue xi 	技能學習	c=1 d=1 t=624
ji neng zi ben 	技能資本	c=1 d=1 t=13584
ji nian pin 	紀念品	c=1 d=1 t=12337
ji pian 	幾篇	c=1 d=1 t=2891
ji qi 	極其	c=1 d=0.184163 t=3637
ji qi 	激起	c=1 d=1 t=3033
ji qi shi 	極其是	c=1 d=1 t=3638
ji qiao 	技巧	c=3 d=1.10881 t=13422
ji qing 	激情	c=2 d=1.02383 t=7314
ji qing zhong 	激情中	c=1 d=1 t=6416
ji shi 	即使	c=3 d=1 t=10663
ji shi 	及時	c=3 d=1 t=13883
ji shi 	計時	c=1 d=1 t=3637
ji shi qi 	計時器	c=2 d=1.81873 t=3679
ji shou 	棘手	c=2 d=1.03354 t=7218
ji shu 	技術	c=1 d=1 t=5910
ji suan 	計算	c=1 d=1 t=3524
ji tu 	雞兔	c=1 d=1 t=12455
ji wei 	幾位	c=1 d=1 t=10085
ji xu 	繼續	c=11 d=1.11025 t=13540
ji yi 	記憶	c=2 d=1.88692 t=4641
ji yu 	基於	c=1 d=1 t=11623
ji yu 	機遇	c=1 d=1 t=745
ji zhi 	機制	c=1 d=1 t=3772
ji zhong 	幾種	c=2 d=1 t=11492
ji zhong 	集中	c=1 d=1 t=11493
jia 	加	c=4 d=1.02248 t=12574
jia 	家	c=5 d=1.98511 t=10822
jia ge 	價格	c=1 d=1 t=11755
jia huo 	傢伙	c=1 d=1 t=1354
jia le 	加了	c=1 d=1 t=2712
jia le 	嫁了	c=1 d=1 t=2711
jia li 	家裏	c=1 d=1 t=2655
jia na da 	加拿大	c=1 d=1 t=5434
jia ren 	家人	c=1 d=1 t=2340
jia ru 	假如	c=2 d=1.01278 t=6506
jia ru 	加入	c=1 d=1 t=5633
jia shang 	加上	c=0 d=0.1 t=8413
jia shang wo 	加上我	c=1 d=1 t=8414
jia she 	假設	c=2 d=1.86936 t=5689
jia su 	加速	c=1 d=1 t=3785
jia ting 	家庭	c=2 d=1.58567 t=9515
jia xiang 	假象	c=2 d=1.00051 t=6428
jia yi ge 	加一個	c=1 d=1 t=3337
jia you 	加油	c=2 d=1.41895 t=12130
jia zai 	加載	c=3 d=1.01446 t=2437
jia zhi 	價值	c=1 d=1 t=13745
jia zhuang 	假裝	c=2 d=1.00028 t=4036
jia zhuang 	家莊	c=1 d=1 t=2396
jian 	間	c=3 d=1.00001 t=9076
jian chi 	堅持	c=1 d=1 t=3732
jian dan 	簡單	c=7 d=1.26019 t=13724
jian dan de 	簡單地	c=1 d=1 t=4592
jian duan 	簡短	c=1 d=1 t=8590
jian duan 	間斷	c=1 d=1 t=8589
jian gu 	兼顧	c=1 d=1 t=3999
jian guan 	監管	c=1 d=1 t=11291
jian guan zhe 	监管者	c=1 d=1 t=11289
jian guo 	堅果	c=1 d=1 t=3651
jian hua 	簡化	c=4 d=1.00197 t=5703
jian ji 	剪輯	c=2 d=1.8825 t=12082
jian jian 	漸漸	c=2 d=1.00001 t=7159
jian jian dan dan 	簡簡單單	c=1 d=1 t=8324
jian jie 	簡潔	c=1 d=1 t=2989
jian kang 	健康	c=3 d=1.00002 t=9107
jian li 	建立	c=5 d=1.91186 t=13810
jian pan xia 	键盘侠	c=1 d=1 t=5258
jian qie ban 	剪切板	c=2 d=1.98511 t=11858
jian shao 	減少	c=1 d=1 t=11939
jian su 	減速	c=1 d=1 t=3786
jian suo 	檢索	c=34 d=2.38378 t=12373
jian suo de 	檢索的	c=1 d=1 t=11163
jian suo le 	檢索了	c=1 d=1 t=6227
jian ting ze ming 	兼聽則明	c=1 d=1 t=13728
jian yi 	建議	c=1 d=1 t=11919
jian yi jian 	剪一剪	c=1 d=1 t=7395
jian yi ni 	建議你	c=1 d=1 t=6829
jian zhen zhang 	見真章	c=1 d=1 t=1368
jian zhuang 	簡裝	c=1 d=1 t=12270
jiang 	將	c=3 d=1.00815 t=11112
jiang 	江	c=2 d=1.99501 t=12619
jiang 	講	c=3 d=1 t=11817
jiang 	醬	c=1 d=1 t=11928
jiang di 	降低	c=2 d=1 t=12540
jiang zuo 	講座	c=2 d=1 t=12975
jiao 	叫	c=4 d=1.00111 t=12573
jiao ao 	驕傲	c=2 d=1.90032 t=4801
jiao cha 	交叉	c=3 d=2.92654 t=13731
jiao cha yan zheng 	交叉验证	c=1 d=1 t=2025
jiao cheng 	教程	c=3 d=1 t=3681
jiao dai 	交待	c=2 d=1 t=7015
jiao dai qing chu 	交待清楚	c=1 d=1 t=2004
jiao du 	角度	c=4 d=1 t=10680
jiao duo 	較多	c=3 d=1.03099 t=12362
jiao hu 	交互	c=4 d=2.97153 t=505
jiao ji 	交集	c=2 d=1.94176 t=839
jiao ji hua 	交際花	c=1 d=1 t=815
jiao jie 	交接	c=1 d=1 t=1624
jiao ke shu 	教科書	c=1 d=1 t=424
jiao lian 	教練	c=4 d=1.95123 t=12139
jiao liu 	交流	c=2 d=1 t=12858
jiao luo li 	角落裏	c=1 d=1 t=4809
jiao lv 	焦慮	c=4 d=1.85214 t=13819
jiao lv xing 	焦慮型	c=1 d=1 t=1808
jiao sha 	叫啥	c=1 d=1 t=11787
jiao shi 	教師	c=1 d=1 t=5452
jiao ta shi di 	腳踏實地	c=1 d=1 t=533
jiao tan 	交談	c=2 d=1 t=9215
jiao tang 	教堂	c=1 d=1 t=476
jiao ti 	交替	c=0 d=0.1 t=1624
jiao ti zhong 	交替中	c=1 d=1 t=1625
jiao wan 	較晚	c=1 d=1 t=12928
jiao xing 	僥倖	c=1 d=1 t=8737
jiao xue 	教學	c=2 d=1.71534 t=4432
jiao yi 	交易	c=5 d=2.75508 t=551
jiao yu 	教育	c=2 d=1 t=12473
jiao yu bo shi 	教育博士	c=1 d=1 t=5444
jiao yu de 	教育的	c=1 d=1 t=4400
jiao yu jia 	教育家	c=1 d=1 t=5435
jiao zhu 	腳註	c=3 d=1.97227 t=8487
jie 	傑	c=1 d=1 t=1753
